Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Fair,Excellent,True,True,Sleep Quality,Physical Functioning,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Family History of Chronic Disease,No Family History of Chronic Disease,True,True,Family History,Family History of Chronic Disease,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Limited Social Support,Moderate Social Support,True,True,Social Support,Social Support,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Pescetarian,Vegan,True,True,Diet Type,Diet,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Rarely,1-2 Times a Week,True,True,Exercise Frequency,Frequency of exercise,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Fair,Poor,True,True,Health Literacy,Socioeconomic status,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Limited Social Support,Strong Social Support,True,True,Social Support,Social Support,llama3-8b,lora_70b_en_v0_alt_v2,health,None
3-4 Times a Week,1-2 Times a Week,True,True,Exercise Frequency,Frequency of Exercise,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Fair,Omnivore,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Strong Social Support,Family History of Chronic Disease,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Good,Former Smoker,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Poor,Excellent,False,True,,Physical Functioning,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Extreme,No Family History of Chronic Disease,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Fair,Moderate Social Support,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Poor,Limited Social Support,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Excellent,Strong Social Support,False,True,,Social Support,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Strong Social Support,Vegan,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Low Risk,1-2 Times a Week,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,health,None
Wet Etching,Dry Etching,True,True,Etching Method,Etching Method,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Submicron,Micron,True,True,Particle Size,Feature size,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Germanium,Gallium Arsenide,True,True,Wafer Type,Wafer Material,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Highly Sensitive,Not Sensitive,True,False,Moisture Sensitivity,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Micron,Submillimeter,True,True,Particle Size,Wafer size,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Submicron,Submillimeter,True,True,Particle Size,Wafer size,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
"Class 10,000",Class 100,True,True,Cleanliness Level,Cleanliness class,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
QFN,SOIC,True,False,Packaging Type,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Silicon Dioxide,Nitride,True,False,Insulation Material,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Wet Etching,Plasma Etching,True,True,Etching Method,Etching Method,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Highly Sensitive,Dry Etching,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Highly Sensitive,Micron,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Low Temperature,Gallium Arsenide,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Plasma Etching,Not Sensitive,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Nitride,Medium Temperature,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Wet Etching,Submillimeter,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Gallium Arsenide,SOIC,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Submillimeter,Gallium Arsenide,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Plastic,Submillimeter,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Phosphorus,Class 100,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Tree,Queue,True,False,Data Structure,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Android,Linux,True,True,Operating System,Operating System,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
JavaScript,Java,True,False,Programming Language,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
TCP,HTTP,True,False,Computer Network Protocol,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Relational,NoSQL,True,False,Database Management,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Ruby,Python,True,True,Programming Language,Programming Language,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
C++,JavaScript,True,False,Programming Language,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Firewall,Encryption,True,True,Computer Security,Security Measures,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Mesh,Hybrid,True,False,Network Topology,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Cryptography,Sorting,True,False,Algorithm,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Compression,Queue,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Java,Tree,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
NoSQL,Linux,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
NoSQL,Machine Learning,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Linked List,Java,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Ruby,HTTP,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
MIMD,Hybrid,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Encryption,NoSQL,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Star,Python,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Authentication,Android,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,computer science,None
Poverty Line,Upper Middle Class,True,False,Income Level,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Single,Divorced,True,True,Marital Status,Marital Status,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
German,Mandarin,True,False,Language Spoken,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Senior Citizen,Elderly,True,True,Age Group,Age,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Student,Unemployed,True,True,Occupation,Age,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Retired,Self-Employed,True,False,Occupation,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Buddhist,Atheist,True,True,Religious Affiliation,Religiosity,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Separated,Divorced,True,True,Marital Status,Family Structure,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
German,Spanish,True,True,Language Spoken,Language,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Single Person,Extended Family,True,True,Family Structure,Family Structure,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Low Income,Mandarin,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Doctoral Degree,Poverty Line,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Suburban,Elderly,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
High School Diploma,Unemployed,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
German,Self-Employed,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Single Person,Jewish,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Homemaker,Atheist,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Hindu,Divorced,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Bachelor's Degree,Spanish,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Entrepreneur,Extended Family,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,sociology,None
Low,Moderate,True,True,Self-Esteem,Emotional Arousal,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Emotion-Focused,Self-Aware,True,True,Emotional Regulation,Self-Reflection,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Emotion-Focused,Avoidant,True,False,Coping Mechanisms,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Pragmatic,Intuitive,True,False,Cognitive Style,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Moderate,High,True,True,Self-Esteem,Self-Esteem,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Semantic,Episodic,True,False,Memory Type,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Pragmatic,Analytical,True,True,Cognitive Style,Cognitive Style,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Extraverted,Conscientious,True,False,Personality Traits,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Observational,Reinforcement,True,True,Learning Strategies,Learning,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Agreeable,Conscientious,True,False,Personality Traits,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Semantic,Moderate,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Low,Self-Aware,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Selective,Avoidant,False,True,,Attachment Style,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Pragmatic,Exploratory,False,True,,Exploration,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Lowly Supportive,Intuitive,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Problem-Focused,High,False,True,,Cognitive Load,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Problem-Focused,Episodic,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Observational,Analytical,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Highly Supportive,Conscientious,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Lowly Supportive,Distractible,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,psychology,None
Medium Business Confidence,High Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Medium Interest Rate,High Interest Rate,True,True,Interest Rate,Interest Rate,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Low Unemployment,Medium Unemployment,True,True,Unemployment Rate,Unemployment Rate,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
High Business Confidence,Low Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Medium Business Confidence,Low Business Confidence,True,True,Business Confidence,Business Confidence,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Volatile Market,Stable Market,True,True,Market Volatility,Market Volatility,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Moderate Growth,Slow Growth,True,True,Economic Growth,Economic Growth,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
High Inflation,Low Inflation,True,True,Inflation Rate,Inflation,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Stable Currency,Strong Currency,True,True,Currency Exchange Rate,Currency Strength,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
High Inflation,Moderate Inflation,True,True,Inflation Rate,Inflation,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Medium Unemployment,High Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Stable Currency,High Interest Rate,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
High Consumer Confidence,Slow Growth,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Low Interest Rate,Low Inflation,False,True,,Monetary Policy,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Low Government Spending,Moderate Growth,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Medium Tax Rate,Medium Unemployment,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Strong Currency,Low Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Medium Consumer Confidence,Low Business Confidence,False,True,,Business Confidence,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Medium Interest Rate,High Business Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
Uncertain Market,High Consumer Confidence,False,False,,,llama3-8b,lora_70b_en_v0_alt_v2,finance,None
High,Moderate,True,True,Traffic Congestion,Urbanization,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Social Housing,Cooperative Housing,True,True,Housing Tenure,Housing Type,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Low,Moderate,True,True,Traffic Congestion,Urbanization level,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
No Public Transportation,Subway,True,True,Public Transportation Availability,Public Transportation,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Bus Service,Light Rail,True,True,Public Transportation Availability,Public Transportation,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Pedestrian Paths,Sidewalks,True,True,Pedestrian Infrastructure,Infrastructure for walking,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Low,No Traffic,True,True,Traffic Congestion,Traffic Volume,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Graffiti,No Visible Urban Decay,True,True,Urban Decay Indicators,Urban Decay,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Community Center,None of the Above,True,False,Presence of Community Facilities,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Park,Community Center,True,True,Presence of Community Facilities,Public Space,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
No Pedestrian Infrastructure,Moderate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Library,Social Housing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
High,Cooperative Housing,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Library,Moderate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
No Pedestrian Infrastructure,No Public Transportation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Moderate,Playground,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Litter,Sidewalks,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
None of the Above,Subway,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Graffiti,Light Rail,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Social Housing,Sidewalks,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,urban studies,None
Gravitational Force,Weak Nuclear Force,True,False,Type of Force,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Beta- Negative Radiation,Beta- Positive Radiation,True,True,Type of Radiation,Type of radiation,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Weak Nuclear Force,Strong Nuclear Force,True,True,Type of Force,Nuclear Force,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Plasma,Liquid,True,False,State of Matter,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Gluon,W Boson,True,False,Boson Type,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Translational Symmetry,Charge Symmetry,True,False,Type of Symmetry,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Gravitational Force,Electromagnetic Force,True,False,Type of Force,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Photon,Z Boson,True,False,Boson Type,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Time,Height,True,False,Dimension of Space,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Beta- Positive Radiation,Gamma Radiation,True,True,Type of Radiation,Radiation,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Gas,Weak Nuclear Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Down Quark,Beta- Positive Radiation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Strange Quark,Strong Nuclear Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Gamma Radiation,Liquid,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Excited State,W Boson,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Width,Charge Symmetry,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Strong Nuclear Force,Tau,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Liquid,Alpha Radiation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Electron,Gluon,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Beta- Negative Radiation,Electromagnetic Force,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,physics,None
Mediterranean diet,Vegetarian,True,True,Dietary habits,Diet,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Moderate drinker,Abstainer,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Current smoker,Never smoked,True,True,Smoking status,Smoking status,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Diabetes,Respiratory disease,True,False,Chronic disease condition,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Heavy drinker,Moderate drinker,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Low stress,High stress,True,True,Stress levels,Stress,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
History of cancer,History of cardiovascular disease,True,True,Family medical history,Family medical history,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
1-2 times a week,3-4 times a week,True,True,Exercise frequency,Frequency of exercise,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Respiratory medication,Psychiatric medication,True,False,Medication usage,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Heavy drinker,Abstainer,True,True,Alcohol consumption,Alcohol consumption,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Pain medication,Vegetarian,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Depression,Abstainer,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Mediterranean diet,Never smoked,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Neurological disease,1-2 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Former smoker,Respiratory disease,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Pain medication,Moderate drinker,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Depression,High stress,False,True,,Psychological distress,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
History of neurological disease,1-2 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
No mental health issues,History of cardiovascular disease,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Anxiety disorder,Never smoked,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,health,None
Class 1,Class 100,True,True,Impurity Level,Class,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
10 nm,22 nm,True,True,Fabrication Process Node,Process Node,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
High,Medium,True,True,Yield Rate,None,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Class 1000,Class 10,True,True,Impurity Level,Cleanliness class,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Silicon Dioxide,Silicon Nitride,True,True,Insulation Material,Dielectric Material,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Low,High,True,True,Defect Density,Wafer temperature,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
7 nm,14 nm,True,True,Fabrication Process Node,Process Node,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
10 nm,14 nm,True,True,Fabrication Process Node,Technology Node,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
High,Medium,True,True,Doping Concentration,None,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Phosphorus,Antimony,True,True,Doping Material,Type of dopant,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Dry Etching,Antimony,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Arsenic,Class 100,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Phosphorus,Nanowire,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Class 1000,22 nm,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Class 1,Medium,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Extra High,Medium,False,True,,None,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Low,Class 10,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
SOI,Silicon Nitride,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Low,14 nm,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Nanowire,High,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,semiconductor manufacturing,None
Ruby,JavaScript,True,False,Programming Language,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
PostgreSQL,Cassandra,True,True,Database Management System,Database,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
MariaDB,Cassandra,True,True,Database Management System,Database,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
C++,JavaScript,True,False,Programming Language,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Backbone.js,Ember.js,True,True,Web Application Framework,Use of JavaScript framework,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Pandas,Scikit-learn,True,False,Data Science Library,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
NetBeans,PyCharm,True,True,Integrated Development Environment,Integrated Development Environment,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Laravel,Ember.js,True,False,Web Application Framework,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
NetBeans,IntelliJ IDEA,True,True,Integrated Development Environment,Integrated Development Environment,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
MacOS,iOS,True,True,Operating System,Operating System,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
NumPy,Cassandra,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
MacOS,Cassandra,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Unix,JavaScript,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Mercurial,Ember.js,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Subversion,Theano,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Gluon,Scikit-learn,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Cain and Abel,PyCharm,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Android,Ember.js,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Metasploit,IntelliJ IDEA,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
MySQL,iOS,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,computer science,None
Doctoral Degree,Master's Degree,True,True,Educational Attainment,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Pension,Employment,True,False,Income Source,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Personal Vehicle,Walking,True,False,Transportation,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Dogs,No Pets,True,True,Pet Ownership,Pet Ownership,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Personal Vehicle,Public Transportation,True,True,Transportation,Mode of Transportation,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Detached House,Apartment,True,False,Housing Type,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Married,Single,True,True,Marital Status,Marital Status,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
No Education,College Graduate,True,True,Highest Level of Education in Household,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Some College,High School Graduate,True,True,Highest Level of Education in Household,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Never,Daily,True,True,Frequency of Exercise,Frequency of social media use,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Some College,Master's Degree,False,True,,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Some High School,Walking,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
One Child,No Pets,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
2-3 times a week,No Education,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Master's Degree,Public Transportation,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Retail Salesperson,Apartment,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Manual Laborer,Single,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Birds,College Graduate,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
College Graduate,2-3 times a week,False,False,,,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
Associate's Degree,High School Graduate,False,True,,Education Level,mixtral-8x7b-instruct,lora_70b_en_v0_alt_v2,sociology,None
