Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Unaffordable,Affordable,True,True,Housing Affordability: The proportion of income required to purchase or rent a home.,Housing Affordability,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Very High,Very Low,True,,Crime Rate: The frequency of reported crimes in a city.,,mistral-7b-instruct,lora_70b_en_v1,urban studies,"3.5, ""Urbanization Level"", true, ""Urbanization Level"", ""The proportion of a country's population living in urban areas."", ""The proportion of a country's population living in urban areas."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-"
High,Low,True,,Social Cohesion: The degree of unity and harmony among different social groups in a city.,,mistral-7b-instruct,lora_70b_en_v1,urban studies,"3.5, 1.5, true, ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated."", ""The degree to which an area is populated"
Excellent,Poor,True,True,Education System: The quality and accessibility of educational institutions in a city.,Quality of Life,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Scarce and Inaccessible,Abundant and Accessible,True,True,Green Spaces: The amount and accessibility of parks and other natural areas within a city.,The availability of a resource or service.,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Poorly-Maintained and Limited,Well-Maintained and Accessible,True,True,"Infrastructure: The condition and availability of essential services and facilities such as water, electricity, and sanitation.",Transportation Infrastructure,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Abundant and Diverse,Limited and Narrow,True,,Employment Opportunities: The availability and diversity of job opportunities in a city.,,mistral-7b-instruct,lora_70b_en_v1,urban studies,"3.5, ""Urban Biodiversity"", ""The variety of plant and animal species in a city."", ""The variety of plant and animal species in a city."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", """
Excellent,Poor,True,True,"Air Quality: The level of pollutants in the air, affecting the health and comfort of city residents.",Quality of Life,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Scarce and Inaccessible,Extensive and Efficient,False,True,,Transportation Infrastructure,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Poor,Urban Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Well-Maintained and Accessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Limited and Narrow,Affordable,False,False,,,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Low,Poorly-Maintained and Limited,False,True,,Quality of Public Transportation,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Limited and Narrow,Extensive and Efficient,False,,,,mistral-7b-instruct,lora_70b_en_v1,urban studies,"3. Road Network Accessibility, True, Extensive and Efficient, The extent to which a road network is accessible and convenient for users., The extent to which a road network is accessible and convenient for users., A road network that is accessible and convenient for users is one that is easy to navigate, has good connectivity, and provides a high level of service., A road network that is not accessible and convenient for users is one that is difficult to navigate, has poor connectivity, and provides a low level of service. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct"
Scarce and Inaccessible,Rural Population Majority,False,False,,,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Abundant and Accessible,Affordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Scarce and Inaccessible,Unaffordable,False,True,,Housing Affordability,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Abundant and Accessible,Very Low,False,True,,The extent to which a resource is available and can be easily obtained.,mistral-7b-instruct,lora_70b_en_v1,urban studies,
Surface wave (water waves),Electromagnetic wave (radio waves),True,,The property of a wave that determines the amount of energy it transports per unit area.,,mistral-7b-instruct,lora_70b_en_v1,physics,"1. ""Wave"", true, ""Wave"", ""A wave is a disturbance that travels through a medium, transferring energy from one point to another."", ""Surface wave (water waves)"", ""Electromagnetic wave (radio waves)"", true, ""Wave"", ""A wave is a disturbance that travels through a medium, transferring energy from one point to another."", ""Surface wave (water waves)"", ""Electromagnetic wave (radio waves)"", true, ""Wave"", ""A wave is a disturbance that travels through a medium, transferring energy from one point to another."", ""Surface wave (water waves)"", ""Electromagnetic wave (radio waves)"", true, ""Wave"", ""A wave is a disturbance that travels through a medium, transferring energy from one point to another."", ""Surface wave (water waves)"", ""Electromagnetic wave (radio waves)"", true, ""Wave"", ""A wave is a disturbance that travels through a medium, transferring energy from one point to another."", ""Surface wave (water waves"
Audible frequency wave (music),High frequency wave (X-rays),True,True,The property of a wave that determines the number of oscillations per unit time.,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,lora_70b_en_v1,physics,
Plastic material (clay),Elastic material (rubber band),True,True,The property of a material that determines how easily it can be deformed or compressed.,The property of a material that determines how easily it can be deformed or compressed.,mistral-7b-instruct,lora_70b_en_v1,physics,
White body (snow),Emissive body (hot iron),True,True,The property of a material that determines its ability to emit energy.,The property of a material that determines its ability to emit energy.,mistral-7b-instruct,lora_70b_en_v1,physics,
Transmitter (glass),Reflector (mirror),True,,The property of a material that determines its ability to absorb energy.,,mistral-7b-instruct,lora_70b_en_v1,physics,"1. Optical instrument (lens, prism, mirror, or fiber) 2. Optical instrument (lens, prism, mirror, or fiber) 3. True 4. Optical instrument (lens, prism, mirror, or fiber) 5. The two texts belong to the same causal variable. 6. The two texts are similar but do not belong to the same variable set. 7. The two texts do not belong to the same variable. 8. The two texts are not similar. 9. The two texts are similar but do not belong to the same variable set. 10. The two texts belong to the same causal variable. 11. The two texts are not similar. 12. The two texts are similar but do not belong to the same variable set. 13. The two texts belong to the same causal variable. 14. The two texts are similar but do not belong to the same variable set. 15. The"
Low frequency wave (radio waves),Infrasound wave (earthquakes),True,,The property of a wave that determines the number of oscillations per unit time.,,mistral-7b-instruct,lora_70b_en_v1,physics,"1. ""Frequency of a wave"", ""Frequency of a wave"", true, ""Frequency of a wave"", ""The frequency of a wave is the number of oscillations per unit time. It is a fundamental property of a wave that determines the number of oscillations per unit time. It is a scalar quantity."", ""The frequency of a wave is the number of oscillations per unit time. It is a fundamental property of a wave that determines the number of oscillations per unit time. It is a scalar quantity."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: g"
Infrasound wave (earthquakes),High frequency wave (X-rays),True,True,The property of a wave that determines the number of oscillations per unit time.,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,lora_70b_en_v1,physics,
Gravitational force (Earth's pull),Nuclear force (atomic bonding),True,,The force that causes an object to move or stay at rest. It can be described as a push or a pull.,,mistral-7b-instruct,lora_70b_en_v1,physics,"1. ""Gravitational force (Earth's pull)"", 2. ""Nuclear force (atomic bonding)"", 3. true, 4. ""Type of force"", 5. ""The force that attracts two objects with mass towards each other."", ""The force that holds protons and neutrons together in an atom."", ""The force that causes an object to move in a circular motion."", ""The force that opposes motion between two surfaces in contact."", ""The force that causes an object to move in a straight line."", ""The force that causes an object to decelerate."", ""The force that causes an object to accelerate."", ""The force that causes an object to move in a zigzag motion."", ""The force that causes an object to move in a circular motion."", ""The force that causes an object to move in a straight line."", ""The force that causes an object to decelerate."", ""The force that causes an object to accelerate."", ""The force that causes an"
White body (snow),Black body (coal),True,,The property of a material that determines its ability to emit energy.,,mistral-7b-instruct,lora_70b_en_v1,physics,"1. ""Thermal Radiation"", true, ""Thermal Radiation"", ""Thermal radiation is the process by which energy is emitted or transmitted in the form of electromagnetic waves. It is a common means of heat transfer."", ""Thermal radiation is the process by which energy is emitted or transmitted in the form of electromagnetic waves. It is a common means of heat transfer."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: g"
Brittle material (glass),Plastic material (clay),True,True,The property of a material that determines how easily it can be deformed or compressed.,The property of a material that determines how easily it can be deformed or compressed.,mistral-7b-instruct,lora_70b_en_v1,physics,
Audible frequency wave (music),Electromagnetic wave (radio waves),False,True,,The property of a wave that determines the number of oscillations per unit time.,mistral-7b-instruct,lora_70b_en_v1,physics,
Tensile material (wire),High frequency wave (X-rays),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a type of material that can be used to make a wire, while the second text describes a type of electromagnetic radiation.,  Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data Generation Model: gpt-3.5-turbo,  Domain: physics

Data"
Electromagnetic force (magnetism),Elastic material (rubber band),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo, Domain: physics | Data Generation Model: gpt-3.5-turbo"
Gravitational force (Earth's pull),Emissive body (hot iron),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false, NaN, NaN,  ""Gravitational force (Earth's pull) and Emissive body (hot iron) do not describe the same causal variable."", ""Gravitational force (Earth's pull) is a force that attracts two objects with mass towards each other. Emissive body (hot iron) is a body that emits thermal radiation. They do not describe the same causal variable."", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""physics""}"
Poor thermal conductor (wood),Electromagnetic wave (radio waves),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false, NaN, NaN,  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x"
Emissive body (hot iron),Reflector (mirror),False,False,,,mistral-7b-instruct,lora_70b_en_v1,physics,
Emissive body (hot iron),Infrasound wave (earthquakes),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The first text describes a source of thermal energy, while the second text describes a type of mechanical wave.  Data Generation Model: gpt-4-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b"
Absorber (charcoal),High frequency wave (X-rays),False,False,,,mistral-7b-instruct,lora_70b_en_v1,physics,
Transverse wave (light),Black body (coal),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false  NaN  NaN  The two texts do not describe the same causal variable.  Transverse wave (light) is a type of wave that travels in a direction perpendicular to its oscillation. Black body (coal) is a perfect absorber of electromagnetic radiation.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtr"
Solid state (ice),Poor thermal conductor (wood),False,,,,mistral-7b-instruct,lora_70b_en_v1,physics,"false, NaN, NaN,  Poor thermal conductor (wood) is not a state of matter. Solid state (ice) is a state of matter. Poor thermal conductor (wood) is a property of a material that determines its ability to conduct heat. Solid state (ice) is a state of matter.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8"
Current smoker,Non-smoker,True,True,Smoking Status,Tobacco smoking,mistral-7b-instruct,lora_70b_en_v1,health,
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)","Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",True,True,Alcohol Consumption,Alcohol Consumption,mistral-7b-instruct,lora_70b_en_v1,health,
High Environmental Exposure (significant exposure to pollutants),Low Environmental Exposure (minimal exposure to pollutants),True,,Environmental Exposure,,mistral-7b-instruct,lora_70b_en_v1,health,"1. High Environmental Exposure (significant exposure to pollutants) 2. Low Environmental Exposure (minimal exposure to pollutants) 3. True 4. Environmental Exposure (the extent to which an individual is exposed to pollutants in their environment) 5. The variable ""Environmental Exposure"" refers to the extent to which an individual is exposed to pollutants in their environment. High Environmental Exposure (significant exposure to pollutants) and Low Environmental Exposure (minimal exposure to pollutants) are both values of this variable. 6. The data generation model is gpt-3.5-turbo, mistral-7b-instruct, mixtral-8x7b-instruct. The domain is environmental health."
"Regular Exercise (30 minutes or more per day, five days a week)",Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),True,,Physical Activity Level,,mistral-7b-instruct,lora_70b_en_v1,health,"1. Physical Activity Level, True, Physical Activity Level, The texts describe different levels of physical activity, ranging from regular exercise to a sedentary lifestyle. Regular exercise is a high level of physical activity, while a sedentary lifestyle is a low level of physical activity. Both texts describe the same variable, which is physical activity level. The variable is a measure of the amount of physical activity an individual engages in, which can impact their health outcomes. For example, regular exercise can reduce the risk of chronic diseases, such as heart disease and diabetes, while a sedentary lifestyle can increase the risk of these diseases."
Moderate Stress (moderate stress levels),Low Stress (manageable stress levels),True,,Stress Level,,mistral-7b-instruct,lora_70b_en_v1,health,"1. True, ""Stress (amount of pressure or anxiety)"", ""Stress (amount of pressure or anxiety)"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: psychology""} 2. True, ""Stress (amount of pressure or anxiety)"", ""Stress (amount of pressure or anxiety)"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: psychology""} 3. True, ""Stress (amount of pressure or anxiety)"", ""Stress (amount of pressure or anxiety)"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: psychology""} 4. True, ""Stress (amount of pressure or anxiety)"", ""Stress (amount of pressure or anxiety)"", ""Data Generation Model: gpt-3.5-turbo"", ""Domain: psychology""} 5. True, ""Stress (amount of pressure or anxiety)"", ""Stress (amount of"
"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",True,,Dietary Pattern,,mistral-7b-instruct,lora_70b_en_v1,health,"1. Data Generation Model: gpt-3.5-turbo, Mixtral-8x7b-instruct, Mistral-7b-instruct 2. Data Generation Model: gpt-3.5-turbo, Mixtral-8x7b-instruct, Mistral-7b-instruct 3. Data Generation Model: gpt-3.5-turbo, Mixtral-8x7b-instruct, Mistral-7b-instruct 4. Data Generation Model: gpt-3.5-turbo, Mixtral-8x7b-instruct, Mistral-7b-instruct 5. Data Generation Model: gpt-3.5-turbo, Mixtral-8x7b-instruct, Mistral-7b-instruct 6. Data Generation Model: gpt-3.5-turbo, Mixtral-8x7b-in"
Mild Genetic Predisposition,Significant Genetic Predisposition,True,True,Genetic Predisposition,Genetic Predisposition,mistral-7b-instruct,lora_70b_en_v1,health,
No Known Genetic Conditions,Mild Genetic Predisposition,True,True,Genetic Predisposition,Genetic Predisposition,mistral-7b-instruct,lora_70b_en_v1,health,
"Moderate Drinker (up to one drink per day for women, up to two drinks per day for men)",Non-drinker,True,True,Alcohol Consumption,Alcohol Consumption,mistral-7b-instruct,lora_70b_en_v1,health,
Non-smoker,Former smoker,True,True,Smoking Status,Smoking status,mistral-7b-instruct,lora_70b_en_v1,health,
Low Environmental Exposure (minimal exposure to pollutants),Non-smoker,False,,,,mistral-7b-instruct,lora_70b_en_v1,health,"3. Data Generation Model ""llama3-8b"", ""mixtral-8x7b-instruct"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""llama"
High Environmental Exposure (significant exposure to pollutants),"Regular Exercise (30 minutes or more per day, five days a week)",False,False,,,mistral-7b-instruct,lora_70b_en_v1,health,
Good Sleep (7-9 hours of uninterrupted sleep per night),"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)",False,False,,,mistral-7b-instruct,lora_70b_en_v1,health,
Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),Mild Mental Health Concerns (mild anxiety or depression),False,,,,mistral-7b-instruct,lora_70b_en_v1,health,"1. False 2. NaN 3. Different, ""Physical Activity Level"", ""Mental Health Status"", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""health""} {""Text1"": ""Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week)"", ""Text2"": ""Mild Mental Health Concerns (mild anxiety or depression)"", ""Predicted Same Causal Variable"": false, ""Predicted Variable Name"": NaN, ""Explanation"": """", ""Data Generation Model"": ""llama3-8b"", ""Domain"": ""health""} {""Text1"": ""Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week)"", ""Text2"": ""Mild Mental Health Concerns (mild anxiety or depression)"", ""Predicted Same Causal Variable"": false, ""Predicted Variable Name"": NaN"
Mixed Diet,Low Environmental Exposure (minimal exposure to pollutants),False,,,,mistral-7b-instruct,lora_70b_en_v1,health,"3. Data Generation Model ""llama3-8b"", ""mixtral-8x7b-instruct"", ""gpt-4-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama3-70b"", ""mixtral-8x22b-instruct"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama3-8b"", ""mixtral-8x7b-instruct"", ""gpt-4-turbo"", ""gpt-3.5-turbo"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama3-70b"", ""mixtral-8x22b-instruct"", ""gpt-3.5-instruct"", ""gpt-4-instruct"", ""llama"
No Known Genetic Conditions,Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),False,,,,mistral-7b-instruct,lora_70b_en_v1,health,"1. False 2. NaN 3. No Known Genetic Conditions, Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week) 4. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo 5. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo 6. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo 7. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-turbo 8. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, gpt-4-tur"
Good Sleep (7-9 hours of uninterrupted sleep per night),Low Stress (manageable stress levels),False,True,,Health and Wellness,mistral-7b-instruct,lora_70b_en_v1,health,
"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",False,True,,Lifestyle Factors,mistral-7b-instruct,lora_70b_en_v1,health,
Current smoker,Significant Genetic Predisposition,False,,,,mistral-7b-instruct,lora_70b_en_v1,health,"8. Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct,"
Good Sleep (7-9 hours of uninterrupted sleep per night),"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)",False,True,,Lifestyle Factors,mistral-7b-instruct,lora_70b_en_v1,health,
Wet Oxidation,Dry Oxidation,True,True,"The type of oxidation used to create a thin layer of silicon dioxide on the semiconductor wafer, such as Wet Oxidation or Dry Oxidation.",Oxidation Method,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,
Imprint Lithography,Extreme Ultraviolet Lithography,True,True,"The type of lithography used to create the patterns on the semiconductor wafer, such as Extreme Ultraviolet Lithography or Imprint Lithography.",Lithography Generation,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,
Gallium Nitride Material,Gallium Arsenide Material,True,,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1. True, ""Semiconductor Material"", ""Gallium Nitride Material and Gallium Arsenide Material are both semiconductor materials used in the production of semiconductor devices."", ""Semiconductor Material"", ""Gallium Nitride Material and Gallium Arsenide Material are both semiconductor materials used in the production of semiconductor devices."", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""computer science""}"
Planar Design,FinFET Design,True,,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Transistor Design"", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is a type of semiconductor device."", ""The design of a transistor, which is"
Physical Vapor Deposition,Chemical Vapor Deposition,True,,"The type of deposition used to add material to the semiconductor wafer, such as Chemical Vapor Deposition or Physical Vapor Deposition.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Thin Film Deposition"", ""The process of depositing thin films of conductive or insulating materials onto a substrate."", ""The process of depositing thin films of conductive or insulating materials onto a substrate."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"","
Wet Etching,Dry Etching,True,True,"The type of etching used to remove unwanted material from the semiconductor wafer, such as Wet Etching or Dry Etching.",Etching Technique,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,
SOI Design,FinFET Design,True,,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1.0, true, ""Transistor Structure"", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""The structure of a transistor, which determines its electrical properties."", ""The design of a transistor,"
Planar Design,SOI Design,True,,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1. ""Planar Design"", ""SOI Design"", true, ""Transistor Structure"", ""The design of a transistor, which determines its electrical properties."", ""The design of a transistor, which determines its electrical properties."", ""Data Generation Model"": ""llama3-70b"", ""Domain"": ""computer science""}"
Silicon Material,Gallium Nitride Material,True,,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",,mistral-7b-instruct,lora_70b_en_v1,semiconductor manufacturing,"1. ""Material Generation Model Mixtral-8x7b-instruct"", 2. ""Semiconductor Material"", 3. true, 4. ""Semiconductor Material"", 5. ""The generation model mixtral-8x7b-instruct is mistral-7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-8x7b-instruct, mixtral-"
