Text1,Text2,Same Causal Variable,Variable Name,model Name,domain,text1_text2_cos_sim_text-embedding-3-large
Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),Mild Mental Health Concerns (mild anxiety or depression),False,,mistral-7b-instruct,health,0.332
Mixed Diet,Low Environmental Exposure (minimal exposure to pollutants),False,,mistral-7b-instruct,health,0.248
No Known Genetic Conditions,Sedentary Lifestyle (less than 150 minutes of moderate-intensity or 75 minutes of vigorous-intensity activity per week),False,,mistral-7b-instruct,health,0.184
Good Sleep (7-9 hours of uninterrupted sleep per night),Low Stress (manageable stress levels),False,,mistral-7b-instruct,health,0.444
"Heavy Drinker (more than one drink per day for women, more than two drinks per day for men)","Unhealthy Diet (high in processed foods, sugars, saturated and trans fats)",False,,mistral-7b-instruct,health,0.352
Current smoker,Significant Genetic Predisposition,False,,mistral-7b-instruct,health,0.261
Good Sleep (7-9 hours of uninterrupted sleep per night),"Healthy Diet (rich in fruits, vegetables, whole grains, lean proteins, and healthy fats)",False,,mistral-7b-instruct,health,0.46
Wet Oxidation,Dry Oxidation,True,"The type of oxidation used to create a thin layer of silicon dioxide on the semiconductor wafer, such as Wet Oxidation or Dry Oxidation.",mistral-7b-instruct,semiconductor manufacturing,0.725
Imprint Lithography,Extreme Ultraviolet Lithography,True,"The type of lithography used to create the patterns on the semiconductor wafer, such as Extreme Ultraviolet Lithography or Imprint Lithography.",mistral-7b-instruct,semiconductor manufacturing,0.516
Gallium Nitride Material,Gallium Arsenide Material,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",mistral-7b-instruct,semiconductor manufacturing,0.792
Planar Design,FinFET Design,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",mistral-7b-instruct,semiconductor manufacturing,0.403
Physical Vapor Deposition,Chemical Vapor Deposition,True,"The type of deposition used to add material to the semiconductor wafer, such as Chemical Vapor Deposition or Physical Vapor Deposition.",mistral-7b-instruct,semiconductor manufacturing,0.726
Wet Etching,Dry Etching,True,"The type of etching used to remove unwanted material from the semiconductor wafer, such as Wet Etching or Dry Etching.",mistral-7b-instruct,semiconductor manufacturing,0.781
SOI Design,FinFET Design,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",mistral-7b-instruct,semiconductor manufacturing,0.523
Planar Design,SOI Design,True,"The specific layout design of the integrated circuit, including the arrangement and interconnection of transistors and other components.",mistral-7b-instruct,semiconductor manufacturing,0.489
Silicon Material,Gallium Nitride Material,True,"The type of semiconductor material used in the manufacturing process, such as Silicon, Gallium Arsenide, or Gallium Nitride.",mistral-7b-instruct,semiconductor manufacturing,0.514
Wafer-Level Process,Bulk Silicon Process,True,"The process used to create the semiconductor wafer, such as Bulk Silicon Process or Wafer-Level Process.",mistral-7b-instruct,semiconductor manufacturing,0.551
Extreme Ultraviolet Lithography,Parametric Testing,False,,mistral-7b-instruct,semiconductor manufacturing,0.16
RCA Cleaning,Dry Oxidation,False,,mistral-7b-instruct,semiconductor manufacturing,0.274
Functional Testing,Extreme Ultraviolet Lithography,False,,mistral-7b-instruct,semiconductor manufacturing,0.149
Phosphorus Doping,Functional Testing,False,,mistral-7b-instruct,semiconductor manufacturing,0.195
Physical Vapor Deposition,Gallium Arsenide Material,False,,mistral-7b-instruct,semiconductor manufacturing,0.313
Piranha Cleaning,FinFET Design,False,,mistral-7b-instruct,semiconductor manufacturing,0.173
Silicon Material,Wet Etching,False,,mistral-7b-instruct,semiconductor manufacturing,0.342
Piranha Cleaning,Chemical Vapor Deposition,False,,mistral-7b-instruct,semiconductor manufacturing,0.221
Extreme Ultraviolet Lithography,Chemical Vapor Deposition,False,,mistral-7b-instruct,semiconductor manufacturing,0.331
Parametric Testing,Wet Oxidation,False,,mistral-7b-instruct,semiconductor manufacturing,0.232
Central Processing Unit (CPU): The brain of the computer,Random Access Memory (RAM): Temporary data storage,True,Hardware Component: A physical part of a computer system.,mistral-7b-instruct,computer science,0.429
"Python: High-level, interpreted language","Java: Object-oriented, platform-independent language",True,Programming Language: A formal language designed for expressing instructions to a computer.,mistral-7b-instruct,computer science,0.416
Bus Topology: All nodes connected to a single communication line,Mesh Topology: Each node connected to multiple other nodes,True,Network Topology: The arrangement of various elements (nodes and connecting lines) in a computer network.,mistral-7b-instruct,computer science,0.618
"Python: High-level, interpreted language","C++: Object-oriented, compiled language",True,Programming Language: A formal language designed for expressing instructions to a computer.,mistral-7b-instruct,computer science,0.436
DevOps: Continuous delivery and collaboration between development and operations teams,Agile Methodology: Iterative and incremental development,True,Software Development Methodology: A systematic approach to developing high-quality software.,mistral-7b-instruct,computer science,0.522
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Harvard Architecture: Separate memory for data and instructions,True,Computer Architecture: The design of a computer system.,mistral-7b-instruct,computer science,0.468
Queue: A First-In-First-Out (FIFO) data structure,Stack: A Last-In-First-Out (LIFO) data structure,True,"Data Structure: A specialized format for organizing, storing, and retrieving data.",mistral-7b-instruct,computer science,0.738
macOS,Microsoft Windows,True,Operating System: Software that manages computer hardware and software resources.,mistral-7b-instruct,computer science,0.479
Third Normal Form (3NF),Second Normal Form (2NF),True,Database Normalization Form: A process to eliminate redundant data and dependencies among the tables in a database.,mistral-7b-instruct,computer science,0.884
macOS,Linux,True,Operating System: Software that manages computer hardware and software resources.,mistral-7b-instruct,computer science,0.519
Queue: A First-In-First-Out (FIFO) data structure,Random Access Memory (RAM): Temporary data storage,False,,mistral-7b-instruct,computer science,0.342
Microsoft Windows,"Java: Object-oriented, platform-independent language",False,,mistral-7b-instruct,computer science,0.298
"Object-Oriented Programming: Java, C++, Python",First Normal Form (1NF),False,,mistral-7b-instruct,computer science,0.07
Microsoft Windows,Mesh Topology: Each node connected to multiple other nodes,False,,mistral-7b-instruct,computer science,0.16
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,"C++: Object-oriented, compiled language",False,,mistral-7b-instruct,computer science,0.235
Waterfall Model: Linear sequential development,Microsoft Windows,False,,mistral-7b-instruct,computer science,0.22
"Python: High-level, interpreted language",Harvard Architecture: Separate memory for data and instructions,False,,mistral-7b-instruct,computer science,0.115
Bus Topology: All nodes connected to a single communication line,macOS,False,,mistral-7b-instruct,computer science,0.109
RISC (Reduced Instruction Set Computer) Architecture: A simplified instruction set,Microsoft Windows,False,,mistral-7b-instruct,computer science,0.2
Linux,Harvard Architecture: Separate memory for data and instructions,False,,mistral-7b-instruct,computer science,0.146
Intergenerational Mobility: The mobility of individuals from one generation to the next.,Horizontal Mobility: The movement of individuals or groups within the same social class.,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,mistral-7b-instruct,sociology,0.639
Friendship Network: The group of individuals with whom one has a close personal relationship.,Family Network: The group of individuals related by blood or marriage.,True,Social Networks: The set of social relationships among individuals or groups.,mistral-7b-instruct,sociology,0.675
"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.","Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",True,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",mistral-7b-instruct,sociology,0.452
Religion: A social institution that provides a system of beliefs and practices related to the supernatural.,Education: A social institution that transmits knowledge and skills from one generation to the next.,True,Social Institutions: Enduring social structures that perform specific functions in a society.,mistral-7b-instruct,sociology,0.456
Vertical Mobility: The movement of individuals or groups between different social classes.,Horizontal Mobility: The movement of individuals or groups within the same social class.,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,mistral-7b-instruct,sociology,0.851
Intergenerational Mobility: The mobility of individuals from one generation to the next.,Vertical Mobility: The movement of individuals or groups between different social classes.,True,Social Mobility: The ability of individuals or groups to move up or down the social hierarchy.,mistral-7b-instruct,sociology,0.665
"Informal Socialization: Learning that occurs in unstructured settings, such as families and peer groups.","Formal Socialization: Learning that occurs in structured settings, such as schools and workplaces.",True,"Socialization: The process by which individuals learn the norms, values, and behaviors of a society or group.",mistral-7b-instruct,sociology,0.76
Material Culture: The physical objects and artifacts that reflect a culture.,"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.",True,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",mistral-7b-instruct,sociology,0.536
Material Culture: The physical objects and artifacts that reflect a culture.,"Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",True,"Culture: The shared beliefs, values, customs, behaviors, and artifacts that characterize a group or society.",mistral-7b-instruct,sociology,0.432
Structural Change: Change that affects the underlying structures of a society.,"Cultural Change: Change that affects the values, beliefs, and practices of a society.",True,"Social Change: The modification of social structures, institutions, and norms over time.",mistral-7b-instruct,sociology,0.684
"Formal Socialization: Learning that occurs in structured settings, such as schools and workplaces.",Horizontal Mobility: The movement of individuals or groups within the same social class.,False,,mistral-7b-instruct,sociology,0.332
Religion: A social institution that provides a system of beliefs and practices related to the supernatural.,Family Network: The group of individuals related by blood or marriage.,False,,mistral-7b-instruct,sociology,0.262
Reformist Social Movements: Movements that seek to bring about gradual change within the existing social order.,Horizontal Mobility: The movement of individuals or groups within the same social class.,False,,mistral-7b-instruct,sociology,0.446
"Non-material Culture: The intangible aspects of a culture, such as language, music, and literature.",Workplace Network: The group of individuals with whom one interacts in a professional setting.,False,,mistral-7b-instruct,sociology,0.194
Incremental Change: Gradual change over an extended period.,Single-issue Social Movements: Movements that focus on a specific social issue.,False,,mistral-7b-instruct,sociology,0.277
Material Culture: The physical objects and artifacts that reflect a culture.,Structural Change: Change that affects the underlying structures of a society.,False,,mistral-7b-instruct,sociology,0.291
Secondary Socialization: Learning that occurs later in life.,"Subculture: A culture within a culture, characterized by distinct beliefs, values, and practices.",False,,mistral-7b-instruct,sociology,0.34
Primary Socialization: Learning that occurs during childhood and adolescence.,Education: A social institution that transmits knowledge and skills from one generation to the next.,False,,mistral-7b-instruct,sociology,0.469
Fashion Norms: Rules that govern what is considered stylish or fashionable.,Horizontal Mobility: The movement of individuals or groups within the same social class.,False,,mistral-7b-instruct,sociology,0.212
Education: A social institution that transmits knowledge and skills from one generation to the next.,Vertical Mobility: The movement of individuals or groups between different social classes.,False,,mistral-7b-instruct,sociology,0.3
Religious Values,Personal Values,True,A set of rules that a person follows to regulate their behavior and emotions.,mistral-7b-instruct,psychology,0.706
Social Introversion,Ambivert,True,A personality trait characterized by a tendency to seek out and maintain social relationships.,mistral-7b-instruct,psychology,0.522
Short-Term Memory,Long-Term Memory,True,A cognitive process that involves the storage and retrieval of information.,mistral-7b-instruct,psychology,0.645
Working Memory,Short-Term Memory,True,A cognitive process that involves the storage and retrieval of information.,mistral-7b-instruct,psychology,0.701
Moral Values,Personal Values,True,A set of rules that a person follows to regulate their behavior and emotions.,mistral-7b-instruct,psychology,0.714
Problem Solving,Logical Reasoning,True,A cognitive process that involves the manipulation of symbols and concepts.,mistral-7b-instruct,psychology,0.488
Curiosity,Exploratory Behavior,True,A personality trait characterized by a tendency to seek out new experiences and sensations.,mistral-7b-instruct,psychology,0.506
Logical Reasoning,Creative Thinking,True,A cognitive process that involves the manipulation of symbols and concepts.,mistral-7b-instruct,psychology,0.434
Perception of Colors,Perception of Tastes,True,A cognitive process that involves the interpretation and organization of sensory information in order to understand the environment and respond appropriately.,mistral-7b-instruct,psychology,0.611
Perception of Tastes,Perception of Sounds,True,A cognitive process that involves the interpretation and organization of sensory information in order to understand the environment and respond appropriately.,mistral-7b-instruct,psychology,0.62
Logical Reasoning,Personal Values,False,,mistral-7b-instruct,psychology,0.251
Short-Term Memory,Ambivert,False,,mistral-7b-instruct,psychology,0.127
Perception of Sounds,Long-Term Memory,False,,mistral-7b-instruct,psychology,0.191
Long-Term Memory,Fear,False,,mistral-7b-instruct,psychology,0.185
Self-efficacy Belief in Coping with Stress,Sadness,False,,mistral-7b-instruct,psychology,0.147
Social Extraversion,Short-Term Memory,False,,mistral-7b-instruct,psychology,0.184
Self-efficacy Belief in Coping with Stress,Personal Values,False,,mistral-7b-instruct,psychology,0.21
Social Extraversion,Religious Values,False,,mistral-7b-instruct,psychology,0.159
Mindfulness Meditation,Logical Reasoning,False,,mistral-7b-instruct,psychology,0.212
Short-Term Memory,Religious Values,False,,mistral-7b-instruct,psychology,0.116
Real Gross Domestic Product (RGDP): The nominal GDP adjusted for inflation.,"Gross National Product (GNP): The total market value of all goods and services produced by a country's citizens and businesses, regardless of their location in the world.",True,Economic Growth: The increase in the production of goods and services in an economy over a certain period of time.,mistral-7b-instruct,finance,0.487
Producer Price Index (PPI): A measure of the average change over time in the selling prices received by domestic producers for their output.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,True,"Inflation: The rate at which the general level of prices for goods and services is rising, and subsequently, purchasing power is falling.",mistral-7b-instruct,finance,0.685
Treasury Bonds: Direct obligations of the U.S. government.,Corporate Bonds: Debt securities issued by corporations.,True,Bonds: A type of investment in which an investor loans money to an entity (typically a government or corporation) which borrows the funds for a defined period of time at a variable or fixed interest rate.,mistral-7b-instruct,finance,0.548
Mortgage Rates: The annual interest rate charged to borrowers for mortgages.,Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,True,"Interest Rates: The percentage rate charged, expressed as an annual percentage of principal, by a lender to a borrower for the use of assets.",mistral-7b-instruct,finance,0.464
"U6 Unemployment Rate: A broader measure of labor underutilization that includes not only the unemployed, but also those who are underemployed or have given up looking for work.",Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,True,Unemployment Rate: The percentage of the labor force that is without work but available for and seeking employment.,mistral-7b-instruct,finance,0.495
Dividend Payout Ratio: The percentage of earnings paid out as dividends.,Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,True,Dividend Yield: A financial ratio that shows how much a company pays out in dividends each year relative to its stock price.,mistral-7b-instruct,finance,0.493
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Long-Term Debt-to-Equity Ratio: The ratio of long-term debt to equity.,True,Debt-to-Equity Ratio: A financial ratio that shows the relationship between a company's total liabilities and its shareholder equity.,mistral-7b-instruct,finance,0.395
Real Gross Domestic Product (RGDP): The nominal GDP adjusted for inflation.,Gross Domestic Product (GDP): The total monetary or market value of all the finished goods and services produced within a country's geographic borders in a specific time period.,True,Economic Growth: The increase in the production of goods and services in an economy over a certain period of time.,mistral-7b-instruct,finance,0.509
Earnings Before Interest and Taxes to Interest Expense (EBIT/Int): A more comprehensive interest coverage ratio that considers both operating and non-operating income.,Cash Flow Coverage Ratio: A measure of a company's ability to meet its interest obligations using its cash flow from operations.,True,Interest Coverage Ratio: A financial ratio that indicates the number of times a company's earnings before interest and taxes (EBIT) can cover its interest expenses.,mistral-7b-instruct,finance,0.448
Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,Trailing Dividend Yield: The most recent dividend payment divided by the current stock price.,True,Dividend Yield: A financial ratio that shows how much a company pays out in dividends each year relative to its stock price.,mistral-7b-instruct,finance,0.725
Corporate Bonds: Debt securities issued by corporations.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,False,,mistral-7b-instruct,finance,0.214
NASDAQ Composite: A stock market index of the common stocks and similar securities listed on the NASDAQ stock market.,Corporate Bonds: Debt securities issued by corporations.,False,,mistral-7b-instruct,finance,0.304
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,False,,mistral-7b-instruct,finance,0.258
Price-to-Sales Ratio: A valuation ratio that compares a company's stock price to its revenue per share.,S&P 500: A market-capitalization-weighted index of 500 large companies having common stock listed on the NYSE or NASDAQ.,False,,mistral-7b-instruct,finance,0.283
Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,False,,mistral-7b-instruct,finance,0.243
Treasury Bonds: Direct obligations of the U.S. government.,Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,False,,mistral-7b-instruct,finance,0.159
Forward Price-to-Earnings Ratio: The current share price divided by the estimated earnings per share for the next 12 months.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,False,,mistral-7b-instruct,finance,0.236
"Gross National Product (GNP): The total market value of all goods and services produced by a country's citizens and businesses, regardless of their location in the world.",Mortgage Rates: The annual interest rate charged to borrowers for mortgages.,False,,mistral-7b-instruct,finance,0.135
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Price-to-Sales Ratio: A valuation ratio that compares a company's stock price to its revenue per share.,False,,mistral-7b-instruct,finance,0.368
Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,Long-Term Debt-to-Equity Ratio: The ratio of long-term debt to equity.,False,,mistral-7b-instruct,finance,0.452
